   1                   1.350            8.100
   2                 465.000          423.000
   3                  36.330          119.500
   4                  27.660          115.000
   5                   1.040            5.500
   6               11700.000           50.000
   7                2547.000         4603.000
   8                 187.100          419.000
   9                 521.000          655.000
  10                  10.000          115.000
  11                   3.300           25.600
  12                 529.000          680.000
  13                 207.000          406.000
  14                  62.000         1320.000
  15                6654.000         5712.000
  16                9400.000           70.000
  17                   6.800          179.000
  18                  35.000           56.000
  19                   0.120            1.000
  20                   0.023            0.400
  21                   2.500           12.100
  22                  55.500          175.000
  23                 100.000          157.000
  24                  52.160          440.000
  25               87000.000          154.500
  26                   0.280            1.900
  27                   0.122            3.000
  28                 192.000          180.000
